,name,emd_g_a,emd_s_a,label,strength,frequency,locationx,locationy
0,0002.png,1.4758665561676025,0.09147654473781586,0,0.0,0.0,0.5498552563101743,0.5367903764420158
1,0003.png,1.5461934804916382,0.039881810545921326,0,0.0,0.0011393229166666667,0.5541009515119917,0.5346287636861314
2,0004.png,1.5461934804916382,0.11430374532938004,0,0.0,0.0,0.5541009515119917,0.5346287636861314
3,0005.png,0.9147485494613647,0.09734348952770233,0,0.0,0.001220703125,0.5598004770500258,0.5357062274368231
4,0006.png,1.0837286710739136,0.09004735946655273,0,0.19047619047619047,0.00023251488095238094,0.5591135778635778,0.5355339714714714
5,0007.png,1.0837286710739136,0.07055123895406723,0,0.0,0.0,0.5591135778635778,0.5355339714714714
6,0008.png,1.2407379150390625,0.09670200943946838,0,0.0,0.0017438616071428572,0.5527065761729045,0.5392835178351784
7,0009.png,1.2407379150390625,0.028598396107554436,0,0.0,0.0,0.5527065761729045,0.5392835178351784
8,0010.png,1.072248101234436,0.09897409379482269,0,0.0,0.0011276971726190475,0.5478060759823055,0.5400728597449909
9,0011.png,1.1497122049331665,0.047922566533088684,0,1.711340206185567,0.001929873511904762,0.5399536913646056,0.5428812966417911
10,0012.png,0.7262288331985474,0.10045785456895828,0,0.21084337349397592,0.0004069010416666667,0.5384121274409044,0.5431279976019184
11,0013.png,0.7262288331985474,0.041196536272764206,0,0.0,0.0,0.5384121274409044,0.5431279976019184
12,0014.png,0.903326153755188,0.12496709823608398,0,0.0,0.0023716517857142855,0.5263162229836584,0.5433531288437884
13,0015.png,0.6415565609931946,0.06113632395863533,0,0.5294117647058824,0.0012555803571428572,0.5211972106360793,0.545254524026764
14,0016.png,0.6415565609931946,0.1294952929019928,0,0.0,0.0,0.5211972106360793,0.545254524026764
15,0017.png,0.07727843523025513,0.10753920674324036,0,0.0,0.0020926339285714285,0.5120760534429599,0.5476525029976019
16,0018.png,0.05381331220269203,0.1288636177778244,0,0.9333333333333333,0.001953125,0.5049620733249052,0.5510001843657817
17,0019.png,0.05381331220269203,0.16638581454753876,0,0.0,0.0,0.5049620733249052,0.5510001843657817
18,0020.png,0.06766486167907715,0.09785925596952438,0,0.0,0.0006859188988095238,0.5020975810536981,0.5520510121158392
19,0021.png,0.11781175434589386,0.16524642705917358,0,2.9152542372881354,0.001999627976190476,0.4935883620689655,0.5539376795977011
20,0022.png,0.27376121282577515,0.10275260359048843,0,0.19767441860465115,0.0003952752976190476,0.49357296798029554,0.5555091594827586
21,0023.png,0.3004719316959381,0.2871365249156952,0,1.9411764705882353,0.0007672991071428571,0.4959318625060946,0.5574560935722411
22,0024.png,0.30166226625442505,0.0495140366256237,0,0.015151515151515152,1.1625744047619047e-05,0.4958791208791209,0.5573940527065527
23,0025.png,0.10066954791545868,0.13861314952373505,0,157.0,0.0018252418154761905,0.49980622466014785,0.5629651850306066
24,0026.png,0.11707735061645508,0.09185881167650223,0,0.4968152866242038,0.0009068080357142857,0.49903612012987014,0.5680549918831169
25,0027.png,0.14226457476615906,0.3651450276374817,0,0.41025641025641024,0.0003720238095238095,0.4991475959315765,0.569482369201726
26,0028.png,0.14226457476615906,0.19154609739780426,0,0.0,0.0,0.4991475959315765,0.569482369201726
27,0029.png,0.19386036694049835,0.3121117651462555,0,0.0,0.001732235863095238,0.49229608111187056,0.5714505249867092
28,0030.png,0.30053049325942993,0.19724041223526,0,0.9463087248322147,0.0016392299107142857,0.485751369237791,0.5733409877529286
29,0031.png,0.3527640998363495,0.2895996570587158,0,0.5106382978723404,0.0008370535714285714,0.48247485307414106,0.5743464860232067
30,0032.png,0.3527640998363495,0.11991330236196518,0,0.0,0.0,0.48247485307414106,0.5743464860232067
31,0033.png,0.9000893831253052,0.3201088309288025,0,0.0,0.0014067150297619048,0.4784671933289445,0.5790130568356374
32,0034.png,0.9000893831253052,0.26988276839256287,0,0.0,0.0,0.4784671933289445,0.5790130568356374
33,0035.png,0.8837952017784119,0.1136402040719986,0,0.0,0.0007789248511904762,0.47595111641014526,0.5811322395042994
34,0036.png,0.6145045757293701,0.18843547999858856,0,1.462686567164179,0.0011393229166666667,0.47306942688579856,0.5855649274827925
35,0037.png,0.6145045757293701,0.22324904799461365,0,0.0,0.0,0.47306942688579856,0.5855649274827925
36,0038.png,0.4165608584880829,0.2048770934343338,0,0.0,0.0008254278273809524,0.47015361821584534,0.5870064592430858
37,0039.png,0.4165608584880829,0.16134099662303925,0,0.0,0.0,0.47015361821584534,0.5870064592430858
38,0040.png,0.41293442249298096,0.226332888007164,0,0.0,0.00027901785714285713,0.47060630621208954,0.5877524097120547
39,0041.png,0.5160903930664062,0.24832740426063538,0,1.4166666666666667,0.0003952752976190476,0.4697802197802198,0.5894261006289309
40,0042.png,0.5473524332046509,0.26534709334373474,0,1.0,0.0003952752976190476,0.4685750570184532,0.5887419871794871
41,0043.png,0.5473524332046509,0.23040901124477386,0,0.0,0.0,0.4685750570184532,0.5887419871794871
42,0044.png,0.5968316197395325,0.23125669360160828,0,0.0,0.0002208891369047619,0.4680488369699464,0.5890670028818444
43,0045.png,0.7741578817367554,0.31569692492485046,0,6.473684210526316,0.0014299665178571428,0.4621791898577613,0.5892180735930735
44,0046.png,0.7741578817367554,0.1207641139626503,0,0.0,0.0,0.4621791898577613,0.5892180735930735
45,0047.png,0.3129096031188965,0.339302122592926,0,0.0,0.0008254278273809524,0.4586412151067324,0.5896080280172414
