,index,emd_ani_sal,emd_ani_gaze,label
0,329,0.33026838302612305,1.9734097719192505,0
1,330,0.2070785015821457,1.9681601524353027,0
2,331,0.634378969669342,1.683095097541809,0
3,332,0.7702258229255676,1.683095097541809,0
4,333,0.997373640537262,2.0642893314361572,0
5,334,0.30096179246902466,2.0642893314361572,0
6,335,1.1004018783569336,2.0733225345611572,0
7,336,0.4622158110141754,2.0733225345611572,0
8,337,0.31171098351478577,2.1185429096221924,0
9,338,0.15337719023227692,2.1135165691375732,0
10,339,0.4684540331363678,2.0605411529541016,0
11,340,0.27062153816223145,2.0605411529541016,0
12,341,0.48641008138656616,1.9817975759506226,0
13,342,0.24510037899017334,1.6678483486175537,0
14,343,0.7789626121520996,1.6678483486175537,0
15,344,0.3871994912624359,2.087135076522827,0
16,345,0.45001745223999023,1.5681979656219482,0
17,346,0.3931630253791809,1.5681979656219482,0
18,347,0.2784842848777771,1.8895409107208252,0
19,348,0.291077584028244,1.8895409107208252,0
20,349,0.22005052864551544,1.8590443134307861,0
21,350,0.23447813093662262,2.0218346118927,0
22,351,0.3653903901576996,2.0218346118927,0
23,352,0.38354477286338806,1.8039989471435547,0
24,353,0.3746587038040161,1.8447061777114868,0
25,354,0.47129136323928833,1.8447061777114868,0
26,355,0.638067364692688,1.9054068326950073,0
27,356,0.5011375546455383,2.0374679565429688,0
28,357,0.4312971234321594,2.0374679565429688,0
29,358,1.1344640254974365,2.069981575012207,0
30,359,0.8233019709587097,2.069981575012207,0
31,360,0.31261706352233887,2.076042413711548,0
32,361,0.7781305909156799,2.076042413711548,0
33,362,0.5875899791717529,1.6000711917877197,0
34,363,0.8721535801887512,1.957319736480713,0
35,364,0.7441348433494568,1.957319736480713,0
36,365,0.8913054466247559,1.920721411705017,0
37,366,0.7088997960090637,2.007777452468872,0
38,367,0.9250993132591248,2.007777452468872,0
39,368,0.5123001933097839,1.5822523832321167,0
40,369,0.6810113787651062,2.061335802078247,0
41,370,0.38426271080970764,2.061335802078247,0
42,371,0.5987449288368225,2.035090684890747,0
43,372,0.3203590214252472,2.035090684890747,0
44,373,0.4563535749912262,2.0478451251983643,0
45,374,0.4157252013683319,2.0548646450042725,0
46,375,0.5246831774711609,2.050689935684204,0
47,376,0.3089076280593872,2.040695905685425,0
48,377,0.7809180617332458,1.7752304077148438,0
49,378,0.7253992557525635,1.7752304077148438,0
50,379,0.8294759392738342,1.4062745571136475,0
51,380,1.6531916856765747,1.8355915546417236,0
52,381,1.2306838035583496,1.9314961433410645,0
53,382,0.30451709032058716,1.9314961433410645,0
54,383,0.7874541878700256,1.8631938695907593,0
55,384,0.33859509229660034,1.874273419380188,0
56,385,0.4518003761768341,1.8678054809570312,0
57,386,0.29329246282577515,1.8766502141952515,0
58,387,0.43045276403427124,1.8766502141952515,0
59,388,0.7246876358985901,1.8115885257720947,0
60,389,0.8583873510360718,1.7979587316513062,0
61,390,0.32183215022087097,1.7979587316513062,0
62,391,0.8262436389923096,1.3819007873535156,0
63,392,0.5491904616355896,1.3819007873535156,0
64,393,0.6346712708473206,1.4698600769042969,0
65,394,0.5092027187347412,1.4698600769042969,0
66,395,0.2862231731414795,1.9354815483093262,0
67,396,0.30316615104675293,1.9323793649673462,0
68,397,0.7172672152519226,1.9323793649673462,0
69,398,0.30937567353248596,1.5775004625320435,0
70,399,0.47642284631729126,1.5218532085418701,0
71,400,0.5979771614074707,1.5218532085418701,0
72,401,0.5204684734344482,1.9542778730392456,0
73,402,0.47858086228370667,1.9542778730392456,0
74,403,0.32045164704322815,2.0409867763519287,0
75,404,0.1745365560054779,2.134472131729126,0
76,405,0.22895364463329315,2.161043405532837,0
77,406,0.19563357532024384,2.161043405532837,0
78,407,0.0768178179860115,2.1074905395507812,0
79,408,0.29506704211235046,2.1074905395507812,0
80,409,0.10148013383150101,2.0489230155944824,0
81,410,0.446147620677948,1.616012454032898,0
82,411,0.8316470980644226,2.0510973930358887,0
83,412,1.0120714902877808,2.0510973930358887,0
84,413,0.7256525158882141,1.9084901809692383,0
85,414,0.6522418260574341,1.9084901809692383,0
86,415,0.23915870487689972,1.7367314100265503,0
87,416,0.5580499172210693,1.842756748199463,0
88,417,0.438575804233551,1.542962670326233,0
89,418,0.7409560680389404,1.542962670326233,0
90,419,0.23244112730026245,1.5880861282348633,0
91,420,0.5568808317184448,1.5880861282348633,0
92,421,0.30291548371315,1.5979440212249756,0
93,422,0.6297972798347473,1.5979440212249756,0
94,423,0.2006816267967224,1.7796738147735596,0
95,424,0.2120153307914734,1.8174381256103516,0
96,425,0.039509065449237823,1.8174381256103516,0
97,426,0.13897272944450378,1.833280086517334,0
98,427,0.13947638869285583,1.833280086517334,0
99,428,0.09320763498544693,1.8853729963302612,0
100,429,0.09977196156978607,1.7929003238677979,0
101,430,0.04868137091398239,1.7949987649917603,0
102,431,0.0042160009033977985,1.722967505455017,0
103,432,0.05185125395655632,1.722967505455017,0
104,433,0.007856722921133041,1.7326546907424927,0
105,434,0.11681018024682999,1.696642518043518,0
106,435,0.03801257908344269,1.6998041868209839,0
107,436,0.2022327333688736,1.7446085214614868,0
108,437,2.408092586847488e-05,1.7580580711364746,0
109,438,0.049795232713222504,1.7580580711364746,0
110,439,0.0009378346148878336,1.7587530612945557,0
111,440,0.02681841142475605,1.7587530612945557,0
112,441,0.016174621880054474,1.731041669845581,0
113,442,0.06291135400533676,1.7288881540298462,0
114,443,0.005868906620889902,1.7318081855773926,0
115,444,0.04290057346224785,1.8000128269195557,0
116,445,0.03756890818476677,1.6157221794128418,0
117,446,0.06588732451200485,1.6188844442367554,0
118,447,0.022463010624051094,1.9595043659210205,0
119,448,0.03928522393107414,1.8277807235717773,0
120,449,0.07556995749473572,1.8277807235717773,0
121,450,0.06851343810558319,1.707037329673767,0
122,451,0.14359703660011292,1.7610052824020386,0
123,452,0.16583743691444397,1.7610052824020386,0
124,453,0.1849522888660431,1.7571152448654175,0
125,454,0.15609264373779297,1.753738522529602,0
126,455,0.09236462414264679,1.7444820404052734,0
127,456,0.15000604093074799,1.51302969455719,0
128,457,0.299878865480423,1.51302969455719,0
129,458,0.23211120069026947,1.5877586603164673,0
130,459,0.19484227895736694,1.5877586603164673,0
131,460,0.21126793324947357,1.8583210706710815,0
132,461,0.3311319053173065,1.834307074546814,0
133,462,0.24219928681850433,1.834307074546814,0
134,463,0.32598212361335754,1.4028842449188232,0
135,464,0.2539004683494568,1.4561272859573364,0
136,465,0.6401796936988831,1.4561272859573364,0
137,466,0.5513191223144531,1.361998438835144,0
138,467,0.6700557470321655,1.361998438835144,0
139,468,0.5119037628173828,1.7339800596237183,0
140,469,0.6307048201560974,1.7371370792388916,0
141,470,0.5445102453231812,1.871850609779358,0
142,471,0.5719689726829529,1.7285540103912354,0
143,472,0.5405372381210327,1.7285540103912354,0
144,473,0.7739389538764954,1.6062345504760742,0
145,474,0.6342848539352417,1.6062345504760742,0
146,475,0.582464337348938,1.8014447689056396,0
147,476,0.5750176310539246,1.6053800582885742,0
148,477,0.5237155556678772,1.6927285194396973,0
149,478,0.37495940923690796,1.6927285194396973,0
150,479,0.6400150656700134,1.6389057636260986,0
151,480,0.2149447649717331,1.6389057636260986,0
152,481,0.6031082272529602,1.7175883054733276,0
153,482,0.5820651054382324,1.702182412147522,0
154,483,0.5141458511352539,1.8641188144683838,0
155,484,0.29254084825515747,1.8641188144683838,0
156,485,0.3954940438270569,1.8916242122650146,0
157,486,0.329212486743927,1.644987940788269,0
158,487,0.7196168303489685,1.644987940788269,0
159,488,0.3541780412197113,1.836966633796692,0
160,489,0.5820354223251343,1.8305394649505615,0
161,490,0.49350976943969727,1.8121851682662964,0
162,491,0.6225910782814026,1.8121851682662964,0
163,492,0.414915531873703,1.8805183172225952,0
164,493,0.7958366274833679,1.7778098583221436,0
