,Unnamed: 0,index,emd_ani_sal,emd_ani_gaze,label,labDelta,area,center_x,center_y,eucDist,emd_ani_sal_MA,labDelta_MA,area_MA,center_x_MA,center_y_MA
9,9,1998,12.335692405700684,13.894827842712402,0,0.617704254206,2749.5,122.0,122.0,3.04975232,10.048982620239258,0.3838060916208509,1122.5,132.8,132.8
10,10,1999,11.685351371765137,13.919849395751951,0,0.851548469049,2755.0,121.0,121.0,2.70672736,10.41659917831421,0.4689609385257508,1398.0,144.9,144.9
11,11,2000,12.375981330871582,13.907708168029783,0,0.659303722257,2755.0,121.0,121.0,3.11343712,10.889523458480834,0.5348891919277198,1673.5,136.5,136.5
12,12,2001,11.985270500183104,14.496943473815918,0,1.03184673257,2756.5,122.0,122.0,3.26452864,11.377122402191162,0.6380738651847198,1949.15,128.2,128.2
13,13,2002,12.242222785949709,12.857133865356444,0,1.34026023938,2740.0,122.0,122.0,3.03173792,11.837110805511475,0.77208519923846,2223.15,119.9,119.9
14,14,2003,12.055912017822266,12.775838851928713,0,1.27546438834,2730.5,123.0,123.0,3.4065872,12.321094417572022,0.8935182217069,2473.3,109.7,109.7
15,15,2004,12.45790958404541,12.947919845581056,0,0.845336311609,2734.0,122.0,122.0,3.04346496,12.257030773162843,0.9780518528677999,2746.7,121.9,121.9
16,16,2005,12.378236770629885,11.26829433441162,0,1.07793009806,2733.0,123.0,123.0,3.73599264,12.222998523712159,0.9732229178757998,2745.3,122.0,122.0
17,17,2006,11.937854766845703,10.360796928405762,0,1.25423241712,2750.5,123.0,123.0,2.85594912,12.199092197418214,0.9938592080218001,2745.15,122.1,122.1
18,18,2007,11.938074111938477,10.360796928405762,0,0.174401290688,2750.5,123.0,123.0,3.55383488,12.139250564575196,0.9128027923279,2745.45,122.2,122.2
19,19,2008,12.907261848449709,10.559643745422363,0,1.1933493111,2734.5,123.0,123.0,4.68429792,12.196407508850097,0.9703672980172999,2743.95,122.3,122.3
20,20,2009,11.859253883361816,10.835823059082031,0,0.982569312541,2735.5,123.0,123.0,3.41330976,12.213797760009765,0.9834693823665,2742.0,122.5,122.5
21,21,2010,11.95450496673584,10.026569366455078,0,1.14067337239,2752.0,122.0,122.0,3.36506912,12.17165012359619,1.0316063473798,2741.7,122.6,122.6
