,Unnamed: 0,index,emd_ani_sal,emd_ani_gaze,label,labDelta,area,center_x,center_y,eucDist,emd_ani_sal_MA,labDelta_MA,area_MA,center_x_MA,center_y_MA
9,9,297,6.365100860595703,5.943351745605469,0,0.153898079185,265.5,219.0,219.0,0.66130796,7.212169075012207,0.056489095076080395,239.5,197.1,197.1
10,10,298,6.496969223022461,5.931834220886231,0,0.0723952870677,265.5,220.0,220.0,0.7757968,7.129174518585205,0.06372862378285041,266.05,219.1,219.1
11,11,299,5.937591552734375,5.962418556213379,0,0.0661366287192,264.0,219.0,219.0,0.71609496,7.058580112457276,0.0625615147567904,265.65,219.1,219.1
12,12,300,6.844837665557861,5.962418556213379,0,0.0325055214774,264.0,219.0,219.0,1.17334776,7.089451456069947,0.056543535639450394,265.4,219.1,219.1
13,13,301,6.3501057624816895,5.978507041931152,0,0.106151794558,262.0,219.0,219.0,0.8064708,6.988641357421875,0.0640137106287004,265.05,219.1,219.1
14,14,302,6.744556903839111,6.0162434577941895,0,0.0857289575211,262.0,219.0,219.0,1.09047584,6.795303201675415,0.0708895214746704,264.8,219.1,219.1
15,15,303,8.053448677062988,5.969076633453369,0,0.0573748405269,263.5,219.0,219.0,1.21851296,6.926551008224488,0.0740990353116304,264.6,219.1,219.1
16,16,304,5.934674739837647,5.944338798522949,0,0.103148918648,263.0,219.0,219.0,0.71970496,6.751253414154053,0.08439662717512,264.35,219.1,219.1
17,17,305,7.288894176483154,5.9410810470581055,0,0.0874826373027,263.5,219.0,219.0,1.2087392,6.756247615814209,0.08441160864163999,263.9,219.1,219.1
18,18,306,6.706177234649658,5.9410810470581055,0,0.0107822993755,263.5,219.0,219.0,0.8882888,6.672235679626465,0.07756049643815,263.65,219.1,219.1
19,19,307,7.8441948890686035,5.967120170593262,0,0.111497622318,264.5,219.0,219.0,1.3194064,6.820145082473755,0.07332045075145001,263.55,219.1,219.1
20,20,308,7.2593674659729,5.990604877471924,0,0.0699230673636,263.0,219.0,219.0,0.97763688,6.896384906768799,0.07307322878104,263.3,219.0,219.0
21,21,309,7.468126773834228,5.941243648529053,0,0.079887992001,263.0,219.0,219.0,1.0284612,7.049438428878784,0.07444836510922,263.2,219.0,219.0
22,22,310,7.396828651428223,5.888941764831543,0,0.109192599468,259.5,220.0,220.0,1.47310736,7.104637527465821,0.08211707290828,262.75,219.1,219.1
23,23,311,7.107699394226074,5.841123104095459,0,0.114612599176,259.0,220.0,220.0,0.98666128,7.180396890640258,0.08296315337008,262.45,219.2,219.2
24,24,312,5.860823154449463,4.765594959259033,0,0.122708209004,259.0,220.0,220.0,0.76283592,7.092023515701294,0.08666107851836999,262.15,219.3,219.3
25,25,313,7.206413745880127,4.831848621368408,0,0.124095503209,261.0,220.0,220.0,0.85596464,7.0073200225830075,0.09333314478657999,261.9,219.4,219.4
