,emd,label
0,14.529195888688248,0
1,15.68368825155,0
2,8.354906569278947,0
3,7.6802008395078945,0
4,5.70536011072421,0
5,5.57989961411842,0
6,5.450883310222132,0
7,7.5666636392637106,0
8,5.552157499024736,0
9,5.800636681569474,0
10,7.015684229692106,0
11,6.082276412605316,0
12,6.560362095712186,0
13,5.1375954021158154,0
14,6.518878222646896,0
15,4.3289232041937105,0
16,5.5176409343226585,0
17,3.9878145096016326,0
18,8.486165705892686,0
19,4.376085105353684,0
20,6.7408754115458445,0
21,4.270367749443158,0
22,5.553112419052105,0
23,4.329098206882159,0
24,5.600930597204265,0
25,4.618885999140026,0
26,4.77342938511,0
27,4.524226603318421,0
28,4.270783353409001,0
29,6.750755516515263,0
30,4.622375070246315,0
31,6.0194674253889735,0
32,7.476729692167948,0
33,4.686448074854264,0
34,7.1046375972110525,0
35,4.434279461422132,0
36,10.333826882332158,0
37,4.830669826361106,0
38,10.223062478621053,0
39,4.025353004682632,0
40,6.147235064477423,0
41,4.0597911146889745,0
42,6.251918835974265,0
43,4.890300454307423,0
44,5.281751782842658,0
45,4.182204765671052,0
46,5.420780100819473,0
47,4.737582332568947,0
48,8.77213827203216,0
49,5.133423079553711,0
50,6.403415491553684,0
51,4.451619030982106,0
52,5.438255347880581,0
53,4.671080115636342,0
54,4.897387261629474,0
55,4.973053455838476,0
56,5.773364620403711,0
57,7.683100362559002,0
58,6.559288703436316,0
59,7.055022118798421,0
60,7.7479906712636835,0
61,5.609574774857368,0
62,6.748015622310055,0
63,5.361177754037395,0
64,5.9047431678,0
65,6.934475096161579,0
66,4.742399550372632,0
67,5.845193937947423,0
68,5.005572386831079,0
69,5.4857660460394735,0
70,5.426618776498447,0
71,5.98669250913,0
72,5.140039096856868,0
73,6.206986478756869,0
74,5.572049915700026,0
75,6.355099192831578,0
76,8.5040148934895,0
77,6.437855755719527,0
78,6.4832582944184765,0
79,5.7045294149400005,0
80,6.5700389627289475,0
81,6.790131585724737,0
82,8.869830738162632,0
83,5.324417304300055,0
84,6.038324107839474,0
85,6.147410467462186,0
86,7.931590888926316,0
87,11.10822406768421,0
88,10.3925973689195,0
89,13.400362778366842,0
90,7.367331529496842,0
91,7.5819602309873675,0
92,9.147794451015816,0
93,14.255551507504736,0
94,10.580733957022105,0
95,13.921958190708974,0
96,10.156279589711108,0
97,13.561992225663213,0
98,5.873365623410526,0
99,12.564861126214764,0
100,7.811084920457368,0
101,12.515874595934209,0
102,10.509414536539001,0
103,12.18999644006684,0
104,12.417512232107395,0
105,16.835791691553215,0
106,12.876283587296896,0
107,15.69522895498421,0
108,9.414095795478975,0
109,11.185474832081109,0
110,18.6968608201469,0
111,12.423593924611604,0
112,14.093695500224237,0
113,15.685713647270552,0
114,21.044576045212953,0
115,15.057877315111577,0
116,14.1592291372895,0
117,14.957433428802688,0
118,13.344519804409,0
119,13.10944948090579,0
120,15.03684919521953,0
121,9.516738388177947,0
122,10.943023477665788,0
123,14.18851703272263,0
124,10.478506323997921,0
125,13.396848268997395,0
126,9.575042098097423,0
127,9.78855936466737,0
128,10.689686863361052,0
129,11.588979002239,0
130,7.760311878107421,0
131,19.824146821065817,0
132,10.417559600278446,0
133,10.359608794441579,0
134,9.039660649261606,0
135,7.6289894804226845,0
136,7.934384534205843,0
137,12.601514111731605,0
138,12.725095346137895,0
139,7.981545384738948,0
