,Unnamed: 0,index,emd_ani_sal,emd_ani_gaze,label,labDelta,area,center_x,center_y
0,0,110,5.676768779754639,7.983977794647217,0,0.0,0.0,0.0,0.0
1,1,111,5.508702754974365,7.983977794647217,0,0.00106515585199,313.5,248.0,248.0
2,2,112,5.932193756103516,7.472660064697266,0,0.147547260465,314.0,248.0,248.0
3,3,113,5.491808891296387,7.304721832275391,0,0.0911545975061,314.0,249.0,249.0
4,4,114,5.91403341293335,7.707740306854248,0,0.150083915478,315.5,249.0,249.0
5,5,115,5.657617092132568,7.227652072906494,0,0.188010875728,313.5,249.0,249.0
6,6,116,5.514461994171143,7.227652072906494,0,0.200307521039,313.5,249.0,249.0
7,7,117,5.310914516448975,8.005355834960938,0,0.153229554014,313.5,249.0,249.0
8,8,118,5.4131269454956055,8.113025665283203,0,0.174605415196,315.5,249.0,249.0
9,9,119,5.191101551055908,8.136249542236328,0,0.0888237209756,312.0,249.0,249.0
10,10,120,5.354490280151367,8.045228958129883,0,0.0482136066835,313.0,249.0,249.0
11,11,121,5.199337482452393,8.072568893432617,0,0.0209800380546,313.5,249.0,249.0
12,12,122,4.935342311859131,8.079793930053711,0,0.058540264945,313.0,249.0,249.0
13,13,123,4.778131008148193,8.079793930053711,0,0.0314578931347,313.0,249.0,249.0
14,14,124,4.953013896942139,8.122239112854004,0,0.124778797936,313.5,249.0,249.0
15,15,125,5.043409824371338,6.597354888916016,0,0.130498894913,314.0,249.0,249.0
16,16,126,5.638988971710205,6.33067512512207,0,0.0948631219989,312.0,249.0,249.0
17,17,127,5.0845160484313965,7.111180782318115,0,0.158230112863,312.0,249.0,249.0
18,18,128,5.461648941040039,6.834192752838135,0,0.176363874057,314.5,249.0,249.0
19,19,129,5.393379211425781,6.930527687072754,0,0.0888105546164,314.5,249.0,249.0
20,20,130,5.371026515960693,6.930599212646484,0,0.0351838514131,314.5,249.0,249.0
21,21,131,5.474593639373779,7.019581317901611,0,0.127529618632,314.0,249.0,249.0
22,22,132,5.738672256469727,7.080209255218506,0,0.126145326806,312.5,249.0,249.0
23,23,133,5.309421539306641,7.07972526550293,0,0.0511253762533,313.5,249.0,249.0
24,24,134,5.502662658691406,6.947453498840332,0,0.123437131685,313.0,249.0,249.0
25,25,135,5.3218536376953125,6.93923807144165,0,0.0837631698771,312.0,249.0,249.0
26,26,136,5.608857154846191,6.88405704498291,0,0.136334193592,312.5,248.0,248.0
27,27,137,5.518486976623535,6.915750503540039,0,0.11902971853,314.0,248.0,248.0
28,28,138,5.453124046325684,6.984686374664307,0,0.0470202206739,313.0,248.0,248.0
29,29,139,5.599069595336914,6.992814540863037,0,0.128190985132,313.5,248.0,248.0
30,30,140,5.035602569580078,6.893557071685791,0,0.113292404185,313.0,248.0,248.0
31,31,141,5.270376205444336,6.893557071685791,0,0.0251083548392,313.0,248.0,248.0
32,32,142,4.812274932861328,6.923061370849609,0,0.144254862595,310.5,248.0,248.0
33,33,143,5.040341377258301,6.90156888961792,0,0.0980271212253,314.0,248.0,248.0
34,34,144,4.44987154006958,7.858870029449463,0,0.0444220865376,315.0,248.0,248.0
35,35,145,4.730318546295166,7.858870029449463,0,0.00726888846608,315.0,248.0,248.0
36,36,146,4.465999603271484,6.743337631225586,0,0.0584235476029,315.0,247.0,247.0
37,37,147,4.631440162658691,6.90794038772583,0,0.0523400260695,317.0,247.0,247.0
38,38,148,5.25278377532959,7.204954147338867,0,0.0392263032653,313.5,247.0,247.0
39,39,149,5.103408336639404,7.204954147338867,0,0.0830335493651,313.5,247.0,247.0
40,40,150,4.863339900970459,6.467501640319824,0,0.0837926892534,314.0,247.0,247.0
41,41,151,4.682793617248535,6.435892581939697,0,0.0425829012601,316.0,247.0,247.0
42,42,152,4.625622749328613,7.291827201843262,0,0.027123170953,316.0,247.0,247.0
43,43,153,4.348498344421387,7.2939534187316895,0,0.0223732503093,317.0,247.0,247.0
44,44,154,5.07330846786499,7.2939534187316895,0,0.00270807192195,317.0,247.0,247.0
45,45,155,4.280474662780762,7.219732761383057,0,0.0494537940929,315.0,247.0,247.0
46,46,156,4.754583835601807,7.266664981842041,0,0.0745711089142,318.0,247.0,247.0
47,47,157,4.547544002532959,7.200095653533936,0,0.0619077811798,315.0,247.0,247.0
48,48,158,4.887227535247803,7.145190238952637,0,0.116670643897,313.0,247.0,247.0
49,49,159,5.226908206939697,7.142238140106201,0,0.0975240258251,312.5,247.0,247.0
50,50,160,4.74141263961792,6.574808120727539,0,0.11658738652,311.0,247.0,247.0
51,51,161,4.967437744140625,7.467483043670654,0,0.120430090401,309.0,247.0,247.0
52,52,162,4.846156597137451,7.248044967651367,0,0.0161979442824,314.0,247.0,247.0
53,53,163,4.937392234802246,7.248044967651367,0,0.00192695486203,314.0,247.0,247.0
54,54,164,4.835881233215332,7.236922740936279,0,0.0241761710675,312.5,247.0,247.0
55,55,165,5.48239278793335,7.2951884269714355,0,0.131949613101,313.0,247.0,247.0
56,56,166,4.719741344451904,7.200648784637451,0,0.0585690269808,313.0,247.0,247.0
57,57,167,5.00916862487793,7.101394176483154,0,0.119912312615,317.0,247.0,247.0
58,58,168,4.761338233947754,6.995691299438477,0,0.234468465984,314.5,247.0,247.0
59,59,169,5.106376647949219,7.22667932510376,0,0.0990589175275,315.0,247.0,247.0
60,60,170,5.161851406097412,7.262259483337402,0,0.0434241807346,315.5,247.0,247.0
61,61,171,4.708841323852539,7.261050701141357,0,0.082797915042,314.5,247.0,247.0
62,62,172,4.95706033706665,7.258907318115234,0,0.045358024128,312.5,247.0,247.0
