,Unnamed: 0,index,emd_ani_sal,emd_ani_gaze,label,labDelta,area,center_x,center_y
606,606,886,3.3679440021514893,4.965459823608398,0,0.119086688438,59.0,213.0,213.0
607,607,887,3.561311960220337,2.861759901046753,0,0.626132349483,60.0,212.0,212.0
608,608,888,3.4910929203033447,2.861759901046753,0,0.0863606380235,60.0,212.0,212.0
609,609,889,3.5686070919036865,4.638845920562744,0,0.462023635898,64.0,212.0,212.0
610,610,890,3.240330457687378,4.638845920562744,0,0.169899776821,64.0,212.0,212.0
611,611,891,3.9372098445892334,4.638845920562744,0,0.00188262333816,64.0,212.0,212.0
612,612,892,3.533299684524536,2.984626293182373,0,0.572564633883,59.0,212.0,212.0
613,613,893,3.791270256042481,3.405073881149292,0,0.617029946625,54.0,212.0,212.0
614,614,894,3.4522976875305176,3.405073881149292,0,0.130729125092,54.0,212.0,212.0
615,615,895,3.684117555618286,3.405073881149292,0,0.0,54.0,212.0,212.0
616,616,896,3.6350960731506343,2.019320011138916,0,0.723191279947,56.5,213.0,213.0
617,617,897,3.87637996673584,2.019320011138916,0,0.110922546546,56.5,213.0,213.0
618,618,898,3.363743543624878,2.1172571182250977,0,0.674247518959,60.0,213.0,213.0
619,619,899,4.010813236236572,2.1172571182250977,0,0.0294748621358,60.0,213.0,213.0
620,620,900,3.577881097793579,2.1172571182250977,0,0.150792217539,60.0,213.0,213.0
621,621,901,4.033432960510254,2.2541046142578125,0,0.691215545244,62.0,213.0,213.0
622,622,902,3.466148853302002,2.2541046142578125,0,0.0771760724297,62.0,213.0,213.0
623,623,903,3.5825035572052,2.2541046142578125,0,0.0,62.0,213.0,213.0
624,624,904,3.742132186889648,3.863655805587769,0,0.610653149899,49.0,214.0,214.0
625,625,905,3.562854528427124,3.863655805587769,0,0.152691608191,49.0,214.0,214.0
626,626,906,3.525102138519287,3.863655805587769,0,0.0344339922801,49.0,214.0,214.0
627,627,907,3.992397546768189,2.5065767765045166,0,0.715356780357,60.5,213.0,213.0
628,628,908,3.841575860977173,2.5065767765045166,0,0.160411799006,60.5,213.0,213.0
629,629,909,3.7685818672180176,2.5065767765045166,0,0.0,60.5,213.0,213.0
