,name,emd_g_a,emd_s_a,label,strength,frequency,locationx,locationy
0,0002.png,0.6240692138671875,0.08780520409345627,0,0.0,0.0,0.4053655660377359,0.47456842898322854
1,0003.png,0.5756461024284363,0.06097967550158501,0,0.0,0.00025576636904761906,0.40560320584926884,0.4735769356955381
2,0004.png,0.5756461024284363,0.08155412971973419,0,0.0,0.0,0.40560320584926884,0.4735769356955381
3,0005.png,0.49595943093299866,0.05739054083824158,0,0.0,0.00018601190476190475,0.4049966200991438,0.4729560988433228
4,0006.png,0.41028115153312683,0.07794953137636185,0,1.4375,0.0002673921130952381,0.4039401559674503,0.47273866033755274
5,0007.png,0.41028115153312683,0.07511261850595474,0,0.0,0.0,0.4039401559674503,0.47273866033755274
6,0008.png,0.26155075430870056,0.07094473391771317,0,0.0,0.0003255208333333333,0.40355471361711615,0.4710738429537182
7,0009.png,0.3136313855648041,0.06626347452402115,0,0.2857142857142857,9.300595238095238e-05,0.4036202566964286,0.47069091796875
8,0010.png,0.3136313855648041,0.06262402981519699,0,0.0,0.0,0.4036202566964286,0.47069091796875
9,0011.png,0.28296539187431335,0.05039502680301666,0,0.0,0.00012788318452380953,0.4040776152980877,0.470365813648294
10,0012.png,0.28296539187431335,0.06968524307012558,0,0.0,0.0,0.4040776152980877,0.470365813648294
11,0013.png,0.2446288913488388,0.05286087095737457,0,0.0,2.3251488095238094e-05,0.4040248986029743,0.4702944269190326
12,0014.png,0.24142730236053467,0.06972258538007736,0,5.5,0.00012788318452380953,0.40337457817772776,0.4704847440944882
13,0015.png,0.24142730236053467,0.0602358914911747,0,0.0,0.0,0.40337457817772776,0.4704847440944882
14,0016.png,0.2210882306098938,0.06695190072059631,0,0.0,0.000244140625,0.40456882911392406,0.4701180116033756
15,0017.png,0.26516085863113403,0.04058385267853737,0,0.23809523809523808,5.8128720238095235e-05,0.40435391668553317,0.4699963681986265
16,0018.png,0.26516085863113403,0.07038772106170654,0,0.0,0.0,0.40435391668553317,0.4699963681986265
17,0019.png,0.3516941964626312,0.05146230384707451,0,0.0,0.00010463169642857142,0.40414832994809297,0.4697702738283307
18,0020.png,0.3516941964626312,0.0712399110198021,0,0.0,0.0,0.40414832994809297,0.4697702738283307
19,0021.png,0.32037773728370667,0.049961429089307785,0,0.0,0.0002208891369047619,0.4035054469901168,0.4694010416666667
20,0022.png,0.26592952013015747,0.11335508525371552,0,1.5263157894736843,0.0003371465773809524,0.4019541778975741,0.4693887578616352
21,0023.png,0.2650880217552185,0.07694371789693832,0,0.1724137931034483,5.8128720238095235e-05,0.4020317772778403,0.4696522309711286
22,0024.png,0.2649591863155365,0.09602751582860947,0,1.8,0.00010463169642857142,0.40215302893309224,0.4700809269514768
23,0025.png,0.2653607428073883,0.09776247292757034,0,0.1111111111111111,1.1625744047619047e-05,0.4021111614217795,0.47000874933967246
24,0026.png,0.2663237154483795,0.10917184501886368,0,24.0,0.00027901785714285713,0.4032151306894998,0.4702451366982124
25,0027.png,0.24000781774520874,0.05696534365415573,0,0.08333333333333333,2.3251488095238094e-05,0.40323378164556967,0.4701550962552743
26,0028.png,0.24000781774520874,0.06742841750383377,0,0.0,0.0,0.40323378164556967,0.4701550962552743
27,0029.png,0.27258461713790894,0.04789450392127037,0,0.0,6.975446428571428e-05,0.4034827061739522,0.4697686645636172
28,0030.png,0.2662348449230194,0.06665045768022537,0,1.5,0.00010463169642857142,0.4031468630106071,0.47019813059505
